Symbol	Name	LastSale	MarketCap	IPOyear	Sector	Industry	Exchange	Currency
AWR	American States Water Company	44.89	$1.64B	NA	Public Utilities	Water Supply	NYSE	USD
AXE	Anixter International Inc.	82.2	$2.72B	NA	Consumer Non-Durables	Telecommunications Equipment	NYSE	USD
AXL	American Axle & Manufacturing Holdings, Inc.	19.67	$1.5B	NA	Capital Goods	Auto Parts:O.E.M.	NYSE	USD
AXON	Axovant Sciences Ltd.	11.72	$1.16B	2015	Health Care	Major Pharmaceuticals	NYSE	USD
AXP	American Express Company	79.76	$71.89B	NA	Finance	Finance: Consumer Services	NYSE	USD
AXR	AMREP Corporation	5.94	$47.98M	NA	Consumer Services	Newspapers/Magazines	NYSE	USD
AXS	Axis Capital Holdings Limited	68.94	$5.96B	2003	Finance	Property-Casualty Insurers	NYSE	USD
AXS-PC	Axis Capital Holdings Limited	25.39	NA	NA	NA	NA	NYSE	USD
AXS-PD	Axis Capital Holdings Limited	24.15	NA	NA	NA	NA	NYSE	USD
AXS-PE	Axis Capital Holdings Limited	23.31	NA	NA	NA	NA	NYSE	USD
AXTA	Axalta Coating Systems Ltd.	29.38	$7.06B	2014	Basic Industries	Paints/Coatings	NYSE	USD
AYI	Acuity Brands Inc	218.13	$9.62B	NA	Consumer Durables	Building Products	NYSE	USD
AYR	Aircastle Limited	23.66	$1.86B	2006	Technology	Diversified Commercial Services	NYSE	USD
AZN	Astrazeneca PLC	29.35	$74.26B	NA	Health Care	Major Pharmaceuticals	NYSE	USD
AZO	AutoZone, Inc.	732.75	$20.97B	NA	Consumer Services	Other Specialty Stores	NYSE	USD
AZRE	Azure Power Global Limited	14.33	$371.38M	2016	Public Utilities	Electric Utilities: Central	NYSE	USD
AZZ	AZZ Inc.	59.6	$1.55B	NA	Consumer Durables	Building Products	NYSE	USD
B	Barnes Group, Inc.	50.27	$2.71B	NA	Capital Goods	Metal Fabrications	NYSE	USD
BA	Boeing Company (The)	177.44	$108.68B	NA	Capital Goods	Aerospace	NYSE	USD
BABA	Alibaba Group Holding Limited	102.95	$257.38B	2014	Miscellaneous	Business Services	NYSE	USD
BAC	Bank of America Corporation	24.23	$243.58B	NA	Finance	Major Banks	NYSE	USD
BAC-PA	Bank of America Corporation	25.7	NA	NA	NA	NA	NYSE	USD
BAC-PC	Bank of America Corporation	25.97	NA	NA	NA	NA	NYSE	USD
BAC-PD	Bank of America Corporation	25.36	NA	NA	NA	NA	NYSE	USD
BAC-PE	Bank of America Corporation	22.54	NA	NA	NA	NA	NYSE	USD
BAC-PI	Bank of America Corporation	25.98	NA	NA	NA	NA	NYSE	USD
BAC-PL	Bank of America Corporation	1185.5	NA	NA	NA	NA	NYSE	USD
BAC-PW	Bank of America Corporation	26.2878	NA	NA	Finance	Major Banks	NYSE	USD
BAC-PY	Bank of America Corporation	26.5504	NA	NA	Finance	Major Banks	NYSE	USD
BAC.WS.A	Bank of America Corporation	NA	NA	NA	NA	NA	NYSE	USD
BAC.WS.B	Bank of America Corporation	NA	NA	NA	NA	NA	NYSE	USD
BAF	BlackRock Income Investment Quality Trust	14.52	$127.04M	2002	NA	NA	NYSE	USD
BAH	Booz Allen Hamilton Holding Corporation	35.92	$5.39B	2010	Consumer Services	Professional Services	NYSE	USD
BAK	Braskem S.A.	20.68	$8.24B	NA	Basic Industries	Major Chemicals	NYSE	USD
BAM	Brookfield Asset Management Inc	36.35	$35.85B	NA	Consumer Services	Building operators	NYSE	USD
BANC	Banc of California, Inc.	19.35	$962.18M	NA	Finance	Major Banks	NYSE	USD
BANC-PC	Banc of California, Inc.	27.14	NA	NA	NA	NA	NYSE	USD
BANC-PD	Banc of California, Inc.	26.4	NA	NA	NA	NA	NYSE	USD
BANC-PE	Banc of California, Inc.	26.05	NA	NA	NA	NA	NYSE	USD
BAP	Credicorp Ltd.	167.69	$15.83B	NA	Finance	Commercial Banks	NYSE	USD
BAS	Basic Energy Services, Inc.	38.02	$981.89M	2005	Energy	Oilfield Services/Equipment	NYSE	USD
BAX	Baxter International Inc.	50.49	$27.19B	NA	Health Care	Medical/Dental Instruments	NYSE	USD
BBD	Banco Bradesco Sa	10.72	$59.3B	NA	Finance	Major Banks	NYSE	USD
BBDO	Banco Bradesco Sa	10.5852	$58.56B	NA	Finance	Major Banks	NYSE	USD
BBF	BlackRock Municipal Income Investment Trust	14.4799	$147.82M	NA	NA	NA	NYSE	USD
BBG	Bill Barrett Corporation	5.53	$418.75M	2004	Energy	Oil & Gas Production	NYSE	USD
BBK	Blackrock Municipal Bond Trust	15.56	$163.64M	2002	NA	NA	NYSE	USD
BBL	BHP Billiton plc	32.67	$86.94B	NA	Energy	Coal Mining	NYSE	USD
BBN	BalckRock Taxable Municipal Bond Trust	22.38	$1.28B	2010	NA	NA	NYSE	USD
BBT	BB&T Corporation	48.11	$38.89B	NA	Finance	Major Banks	NYSE	USD
BBT-PD	BB&T Corporation	25.09	NA	NA	NA	NA	NYSE	USD
BBT-PE	BB&T Corporation	25.08	NA	NA	NA	NA	NYSE	USD
BBT-PF	BB&T Corporation	24.44	NA	NA	NA	NA	NYSE	USD
BBT-PG	BB&T Corporation	24.84	NA	NA	NA	NA	NYSE	USD
BBT-PH	BB&T Corporation	25.2	NA	NA	NA	NA	NYSE	USD
BBU	Brookfield Business Partners L.P.	25.58	$1.33B	2016	Basic Industries	Engineering & Construction	NYSE	USD
BBVA	Banco Bilbao Viscaya Argentaria S.A.	6.44	$42.29B	NA	Finance	Commercial Banks	NYSE	USD
BBW	Build-A-Bear Workshop, Inc.	10.1	$160.09M	2004	Consumer Services	Recreational Products/Toys	NYSE	USD
BBY	Best Buy Co., Inc.	45.56	$14.3B	NA	Consumer Services	Consumer Electronics/Video Chains	NYSE	USD
BC	Brunswick Corporation	60.82	$5.44B	NA	Energy	Industrial Machinery/Components	NYSE	USD
BCC	Boise Cascade, L.L.C.	25.95	$1.01B	2013	Consumer Services	RETAIL: Building Materials	NYSE	USD
BCE	BCE, Inc.	44.4	$38.66B	NA	Public Utilities	Telecommunications Equipment	NYSE	USD
BCEI	Bonanza Creek Energy, Inc.	1.62	$80.46M	2011	Energy	Oil & Gas Production	NYSE	USD
BCH	Banco De Chile	72.18	$11.82B	NA	Finance	Commercial Banks	NYSE	USD
BCO	Brink&#39;s Company (The)	52	$2.59B	NA	Transportation	Oil Refining/Marketing	NYSE	USD
BCR	C.R. Bard, Inc.	245.18	$17.66B	NA	Health Care	Medical/Dental Instruments	NYSE	USD
BCRH	Blue Capital Reinsurance Holdings Ltd.	20.1	$176M	2013	Finance	Property-Casualty Insurers	NYSE	USD
BCS	Barclays PLC	11.23	$47.62B	NA	Finance	Commercial Banks	NYSE	USD
BCS-PA.CL	Barclays PLC	NA	NA	NA	NA	NA	NYSE	USD
BCS-PD	Barclays PLC	26.33	NA	NA	NA	NA	NYSE	USD
BCX	BlackRock Resources	8.61	$852.9M	2011	NA	NA	NYSE	USD
BDC	Belden Inc	74.22	$3.13B	NA	Basic Industries	Telecommunications Equipment	NYSE	USD
BDC-PB	Belden Inc	104.7	NA	NA	NA	NA	NYSE	USD
BDJ	Blackrock Enhanced Equity Dividend Trust	8.41	$1.59B	2005	NA	NA	NYSE	USD
BDN	Brandywine Realty Trust	16.7	$2.92B	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
BDN-PE	Brandywine Realty Tr	25.34	NA	NA	NA	NA	NYSE	USD
BDX	Becton, Dickinson and Company	183.42	$39.04B	NA	Health Care	Medical/Dental Instruments	NYSE	USD
BEL	Belmond Ltd.	13.85	$1.41B	NA	Consumer Services	Hotels/Resorts	NYSE	USD
BEN	Franklin Resources, Inc.	42.74	$24.16B	NA	Finance	Investment Managers	NYSE	USD
BEP	Brookfield Renewable Partners L.P.	30.09	$5.02B	NA	Public Utilities	Electric Utilities: Central	NYSE	USD
BERY	BPC Acquisition Corp	49.92	$6.43B	2012	Consumer Non-Durables	Plastic Products	NYSE	USD
BETR	Amplify Snack Brands, inc.	10.26	$787.81M	2015	Consumer Non-Durables	Packaged Foods	NYSE	USD
BF.A	Brown Forman Corporation	NA	NA	NA	NA	NA	NYSE	USD
BF.B	Brown Forman Corporation	NA	NA	NA	NA	NA	NYSE	USD
BFAM	Bright Horizons Family Solutions Inc.	69.14	$4.11B	2013	Miscellaneous	Other Consumer Services	NYSE	USD
BFK	BlackRock Municipal Income Trust	14.22	$637.13M	NA	NA	NA	NYSE	USD
BFO	Blackrock Florida Municipal 2020 Term Trust	15.0663	$83.8M	2003	NA	NA	NYSE	USD
BFR	BBVA Banco Frances S.A.	17.38	$3.11B	NA	Finance	Commercial Banks	NYSE	USD
BFS	Saul Centers, Inc.	64.98	$1.39B	1993	Consumer Services	Real Estate Investment Trusts	NYSE	USD
BFS-PC	Saul Centers, Inc.	25.4	NA	NA	NA	NA	NYSE	USD
BFZ	BlackRock California Municipal Income Trust	14.75	$470.41M	2001	NA	NA	NYSE	USD
BG	Bunge Limited	81.05	$11.3B	2001	Consumer Non-Durables	Packaged Foods	NYSE	USD
BGB	Blackstone / GSO Strategic Credit Fund	15.98	$713.74M	2012	NA	NA	NYSE	USD
BGC	General Cable Corporation	16.35	$807.54M	1997	Basic Industries	Telecommunications Equipment	NYSE	USD
BGCA	BGC Partners, Inc.	26.08	NA	2012	Finance	Investment Bankers/Brokers/Service	NYSE	USD
BGE-PB	Baltimore Gas & Electric Company	25.7799	NA	NA	NA	NA	NYSE	USD
BGG	Briggs & Stratton Corporation	21.61	$925.05M	NA	Energy	Industrial Machinery/Components	NYSE	USD
BGH	Babson Global Short Duration High Yield Fund	19.99	$400.96M	2012	NA	NA	NYSE	USD
BGR	BlackRock Energy and Resources Trust	14.07	$419.64M	2004	NA	NA	NYSE	USD
BGS	B&G Foods, Inc.	43.65	$2.9B	NA	Consumer Non-Durables	Packaged Foods	NYSE	USD
BGT	Blackrock Global	14.5	$343.12M	2004	NA	NA	NYSE	USD
BGX	Blackstone GSO Long Short Credit Income Fund	16.37	$207.93M	2011	NA	NA	NYSE	USD
BGY	BLACKROCK INTERNATIONAL, LTD.	5.74	$631.34M	2007	NA	NA	NYSE	USD
BH	Biglari Holdings Inc.	435.35	$899.85M	NA	Consumer Services	Restaurants	NYSE	USD
BHE	Benchmark Electronics, Inc.	32.15	$1.57B	NA	Technology	Electrical Products	NYSE	USD
BHI	Baker Hughes Incorporated	59.8	$25.43B	NA	Energy	Metal Fabrications	NYSE	USD
BHK	Blackrock Core Bond Trust	13.25	$714.64M	2001	NA	NA	NYSE	USD
BHL	Blackrock Defined Opportunity Credit Trust	13.84	$125.17M	2008	NA	NA	NYSE	USD
BHLB	Berkshire Hills Bancorp, Inc.	35.65	$1.27B	NA	Finance	Banks	NYSE	USD
BHP	BHP Billiton Limited	37.97	$101.05B	NA	Basic Industries	Precious Metals	NYSE	USD
BID	Sotheby&#39;s	40.09	$2.12B	1988	Miscellaneous	Business Services	NYSE	USD
BIF	USLIFE Income Fund, Inc.	9.38	$995.19M	NA	NA	NA	NYSE	USD
BIG	Big Lots, Inc.	52.3	$2.33B	NA	Consumer Services	Department/Specialty Retail Stores	NYSE	USD
BIO	Bio-Rad Laboratories, Inc.	191.92	$5.67B	NA	Capital Goods	Biotechnology: Laboratory Analytical Instruments	NYSE	USD
BIO.B	Bio-Rad Laboratories, Inc.	NA	NA	NA	NA	NA	NYSE	USD
BIOA	BioAmber Inc.	3.38	$117.79M	2013	Basic Industries	Major Chemicals	NYSE	USD
BIOA.WS	BioAmber Inc.	NA	NA	NA	NA	NA	NYSE	USD
BIP	Brookfield Infrastructure Partners LP	36.48	$9.76B	NA	Consumer Services	Marine Transportation	NYSE	USD
BIT	BlackRock Multi-Sector Income Trust	17.49	$671.99M	2013	NA	NA	NYSE	USD
BITA	Bitauto Holdings Limited	19.29	$1.36B	2010	Technology	EDP Services	NYSE	USD
BJZ	Blackrock California Municipal 2018 Term Trust	15.16	$97.52M	2001	NA	NA	NYSE	USD
BK	Bank Of New York Mellon Corporation (The)	47.09	$49.33B	NA	Finance	Major Banks	NYSE	USD
BK-PC	Bank Of New York Mellon Corporation (The)	25.32	NA	NA	NA	NA	NYSE	USD
BKD	Brookdale Senior Living Inc.	14.46	$2.68B	2005	Health Care	Hospital/Nursing Management	NYSE	USD
BKE	Buckle, Inc. (The)	20.2	$982.18M	NA	Consumer Services	Clothing/Shoe/Accessory Stores	NYSE	USD
BKFS	Black Knight Financial Services, Inc.	38.4	$5.91B	2015	Technology	Computer Software: Prepackaged Software	NYSE	USD
BKH	Black Hills Corporation	64.62	$3.43B	NA	Public Utilities	Electric Utilities: Central	NYSE	USD
BKHU	Black Hills Corporation	71.18	NA	2015	Public Utilities	Electric Utilities: Central	NYSE	USD
BKK	Blackrock Municipal 2020 Term Trust	15.8	$319.74M	2003	NA	NA	NYSE	USD
BKN	BlackRock Investment Quality Municipal Trust Inc. (The)	14.75	$253.49M	1993	NA	NA	NYSE	USD
BKS	Barnes & Noble, Inc.	10.25	$745M	NA	Consumer Services	Other Specialty Stores	NYSE	USD
BKT	BlackRock Income Trust Inc. (The)	6.25	$399.64M	NA	NA	NA	NYSE	USD
BKU	BankUnited, Inc.	39.89	$4.16B	2011	Finance	Savings Institutions	NYSE	USD
BLD	TopBuild Corp.	38.7	$1.47B	2015	Basic Industries	Engineering & Construction	NYSE	USD
BLH	Blackrock New York Municipal 2018 Term Trust	14.97	$54.39M	2001	NA	NA	NYSE	USD
BLK	BlackRock, Inc.	389.16	$64.1B	1999	Finance	Investment Bankers/Brokers/Service	NYSE	USD
BLL	Ball Corporation	73.07	$12.77B	NA	Consumer Durables	Containers/Packaging	NYSE	USD
BLW	Citigroup Inc.	15.9	$588.36M	2003	Finance	Major Banks	NYSE	USD
BLX	Banco Latinoamericano de Comercio Exterior, S.A.	28.23	$1.11B	1992	Finance	Commercial Banks	NYSE	USD
BMA	Macro Bank Inc.	79.15	$4.63B	NA	Finance	Commercial Banks	NYSE	USD
BME	Blackrock Health Sciences Trust	33.85	$281.38M	2005	NA	NA	NYSE	USD
BMI	Badger Meter, Inc.	36.55	$1.06B	NA	Capital Goods	Industrial Machinery/Components	NYSE	USD
BML-PG	Bank of America Corporation	20.45	NA	NA	NA	NA	NYSE	USD
BML-PH	Bank of America Corporation	20.4	NA	NA	NA	NA	NYSE	USD
BML-PI	Bank of America Corporation	25.43	NA	NA	NA	NA	NYSE	USD
BML-PJ	Bank of America Corporation	23.64	NA	NA	NA	NA	NYSE	USD
BML-PL	Bank of America Corporation	23.2042	NA	NA	NA	NA	NYSE	USD
BMO	Bank Of Montreal	76.4	$49.56B	NA	Finance	Commercial Banks	NYSE	USD
BMS	Bemis Company, Inc.	49.35	$4.56B	NA	Consumer Durables	Containers/Packaging	NYSE	USD
BMY	Bristol-Myers Squibb Company	56.44	$94.41B	NA	Health Care	Major Pharmaceuticals	NYSE	USD
BNED	Barnes & Noble Education, Inc	10.05	$465.07M	2015	Consumer Services	Other Specialty Stores	NYSE	USD
BNJ	BlackRock New Jersey Municipal Income Trust	14.78	$113.3M	NA	NA	NA	NYSE	USD
BNS	Bank of Nova Scotia (The)	61.29	$74.13B	NA	Finance	Major Banks	NYSE	USD
BNY	BlackRock New York Investment Quality Municipal Trust Inc. (Th	14.37	$186.07M	NA	NA	NA	NYSE	USD
BOE	Blackrock Global	12.35	$858.12M	2005	NA	NA	NYSE	USD
BOH	Bank of Hawaii Corporation	84.94	$3.62B	NA	Finance	Major Banks	NYSE	USD
BOOT	Boot Barn Holdings, Inc.	10.91	$289.6M	2014	Consumer Services	Clothing/Shoe/Accessory Stores	NYSE	USD
BORN	China New Borun Corporation	1.36	$34.99M	2010	Consumer Non-Durables	Beverages (Production/Distribution)	NYSE	USD
BOX	Box, Inc.	17.93	$2.32B	2015	Technology	Computer Software: Prepackaged Software	NYSE	USD
BOXC	Brookfield Canada Office Properties	23.9988	$633.88M	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
BP	BP p.l.c.	33.5	$105.62B	NA	Energy	Integrated oil Companies	NYSE	USD
BPI	Bridgepoint Education, Inc.	9.4	$435.56M	2009	Consumer Services	Other Consumer Services	NYSE	USD
BPK	Blackrock Municipal 2018 Term Trust	15.08	$239.89M	2001	NA	NA	NYSE	USD
BPL	Buckeye Partners L.P.	68.74	$9.64B	1986	Energy	Natural Gas Distribution	NYSE	USD
BPT	BP Prudhoe Bay Royalty Trust	21.3	$455.82M	NA	Energy	Integrated oil Companies	NYSE	USD
BPY	Brookfield Property Partners L.P.	23.06	$6B	NA	Finance	Real Estate	NYSE	USD
BQH	Blackrock New York Municipal Bond Trust	14.13	$39.57M	2002	NA	NA	NYSE	USD
BR	Broadridge Financial Solutions, Inc.	70.36	$8.32B	NA	Miscellaneous	Business Services	NYSE	USD
BRC	Brady Corporation	39.2	$1.99B	NA	Consumer Durables	Miscellaneous manufacturing industries	NYSE	USD
BRFS	BRF S.A.	13.06	$10.43B	NA	Consumer Non-Durables	Meat/Poultry/Fish	NYSE	USD
BRK.A	Berkshire Hathaway Inc.	NA	NA	NA	NA	NA	NYSE	USD
BRK.B	Berkshire Hathaway Inc.	NA	NA	NA	NA	NA	NYSE	USD
BRO	Brown & Brown, Inc.	43.42	$6.08B	NA	Finance	Specialty Insurers	NYSE	USD
BRS	Bristow Group Inc	15.99	$561.18M	NA	Transportation	Transportation Services	NYSE	USD
BRSS	Global Brass and Copper Holdings, Inc.	33.4	$721.94M	2013	Capital Goods	Metal Fabrications	NYSE	USD
BRT	BRT Realty Trust	8.63	$121.21M	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
BRX	Brixmor Property Group Inc.	23.56	$7.17B	2013	Consumer Services	Real Estate Investment Trusts	NYSE	USD
BSAC	Banco Santander Chile	21.94	$10.34B	NA	Finance	Commercial Banks	NYSE	USD
BSBR	Banco Santander Brasil SA	11.05	$84.59B	2009	Finance	Commercial Banks	NYSE	USD
BSD	BlackRock Strategic Municipal Trust Inc. (The)	13.62	$99.51M	1999	NA	NA	NYSE	USD
BSE	Blackrock New York Municipal Income Quality Trust	13.14	$85.67M	2002	NA	NA	NYSE	USD
BSL	Blackstone GSO Senior Floating Rate Term Fund	18.06	$274.83M	2010	NA	NA	NYSE	USD
BSM	Black Stone Minerals, L.P.	17.61	$3.36B	2015	Energy	Oil & Gas Production	NYSE	USD
BSMX	Grupo Financiero Santander Mexico S.A. B. de C.V.	7.42	$15.21B	2012	Finance	Commercial Banks	NYSE	USD
BST	BlackRock Science and Technology Trust	19.9	$447.9M	2014	NA	NA	NYSE	USD
BSX	Boston Scientific Corporation	24.78	$33.75B	NA	Health Care	Medical/Dental Instruments	NYSE	USD
BT	BT Group plc	20.82	$41.48B	NA	Public Utilities	Telecommunications Equipment	NYSE	USD
BTA	BlackRock Long-Term Municipal Advantage Trust	11.54	$154.89M	2006	NA	NA	NYSE	USD
BTE	Baytex Energy Corp	3.75	$875.43M	NA	Energy	Oil & Gas Production	NYSE	USD
BTO	John Hancock Financial Opportunities Fund	36.36	$676.15M	1994	NA	NA	NYSE	USD
BTT	BlackRock Municipal Target Term Trust Inc. (The)	22.76	$1.6B	2012	NA	NA	NYSE	USD
BTZ	BlackRock Credit Allocation Income Trust	13.18	$1.42B	2006	NA	NA	NYSE	USD
BUD	Anheuser-Busch Inbev SA	109.26	$211.28B	NA	Consumer Non-Durables	Beverages (Production/Distribution)	NYSE	USD
BUI	BlackRock Utility and Infrastructure Trust	19.82	$335.1M	2011	NA	NA	NYSE	USD
BURL	Burlington Stores, Inc.	87.59	$6.18B	2013	Consumer Services	Department/Specialty Retail Stores	NYSE	USD
BVN	Buenaventura Mining Company Inc.	12.63	$3.21B	1996	Basic Industries	Precious Metals	NYSE	USD
BW	Babcock	16.66	$811.1M	2015	Capital Goods	Building Products	NYSE	USD
BWA	BorgWarner Inc.	41.53	$8.83B	NA	Capital Goods	Auto Parts:O.E.M.	NYSE	USD
BWG	Legg Mason BW Global Income Opportunities Fund Inc.	12.69	$266.36M	2012	NA	NA	NYSE	USD
BWP	Boardwalk Pipeline Partners L.P.	18.14	$4.54B	2005	Public Utilities	Natural Gas Distribution	NYSE	USD
BWXT	BWX Technologies, Inc.	42.4	$4.21B	NA	Energy	Industrial Machinery/Components	NYSE	USD
BX	The Blackstone Group L.P.	29.54	$35.34B	2007	Finance	Investment Managers	NYSE	USD
BXC	BlueLinx Holdings Inc.	6.84	$61.77M	2004	Capital Goods	Wholesale Distributors	NYSE	USD
BXE	Bellatrix Exploration Ltd	0.7846	$193.47M	NA	Energy	Oil & Gas Production	NYSE	USD
BXMT	Capital Trust, Inc.	30.99	$2.94B	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
BXMX	Nuveen S&P 500 Buy-Write Income Fund	13.27	$1.37B	NA	NA	NA	NYSE	USD
BXP	Boston Properties, Inc.	138.12	$21.24B	1997	Consumer Services	Real Estate Investment Trusts	NYSE	USD
BXP-PB	Boston Properties, Inc.	24.7741	NA	NA	NA	NA	NYSE	USD
BXS	BancorpSouth, Inc.	31.4	$2.94B	NA	Finance	Major Banks	NYSE	USD
BYD	Boyd Gaming Corporation	19.75	$2.22B	1993	Consumer Services	Hotels/Resorts	NYSE	USD
BYM	Blackrock Municipal Income Quality Trust	14.02	$370.22M	2002	NA	NA	NYSE	USD
BZH	Beazer Homes USA, Inc.	12.15	$407.57M	1994	Capital Goods	Homebuilding	NYSE	USD
C	Citigroup Inc.	59.56	$165.12B	NA	Finance	Major Banks	NYSE	USD
C-PC	Citigroup Inc.	25.49	NA	NA	NA	NA	NYSE	USD
C-PJ	Citigroup Inc.	29.11	NA	NA	NA	NA	NYSE	USD
C-PK	Citigroup Inc.	28.54	NA	NA	Finance	Major Banks	NYSE	USD
C-PL	Citigroup Inc.	27.2248	NA	NA	NA	NA	NYSE	USD
C-PN	Citigroup Inc.	26.32	NA	NA	Finance	Major Banks	NYSE	USD
C-PP	Citigroup Inc.	26.92	NA	NA	NA	NA	NYSE	USD
C-PS	Citigroup Inc.	26.38	NA	NA	NA	NA	NYSE	USD
C.WS.A	Citigroup Inc.	NA	NA	NA	NA	NA	NYSE	USD
CAA	CalAtlantic Group, Inc.	34.63	$4.02B	NA	Capital Goods	Homebuilding	NYSE	USD
CAB	Cabela&#39;s Inc	46.58	$3.19B	2004	Consumer Services	Other Specialty Stores	NYSE	USD
CABO	Cable One, Inc.	637.37	$3.64B	2015	Consumer Services	Television Services	NYSE	USD
CACI	CACI International, Inc.	127.45	$3.11B	NA	Technology	EDP Services	NYSE	USD
CAE	CAE Inc	15.22	$4.08B	NA	Miscellaneous	Industrial Machinery/Components	NYSE	USD
CAF	Morgan Stanley China A Share Fund Inc.	18.52	$405.24M	2006	NA	NA	NYSE	USD
CAG	ConAgra Brands, Inc.	41.16	$17.91B	NA	Consumer Non-Durables	Packaged Foods	NYSE	USD
CAH	Cardinal Health, Inc.	82.14	$25.91B	NA	Health Care	Other Pharmaceuticals	NYSE	USD
CAI	CAI International, Inc.	15.35	$292.53M	NA	Technology	Diversified Commercial Services	NYSE	USD
CAJ	Canon, Inc.	29.43	$32.14B	NA	Miscellaneous	Industrial Machinery/Components	NYSE	USD
CAL	Caleres, Inc.	30.73	$1.32B	NA	Consumer Non-Durables	Shoe Manufacturing	NYSE	USD
CALX	Calix, Inc	7.05	$343.96M	2010	Consumer Services	Telecommunications Equipment	NYSE	USD
CAPL	CrossAmerica Partners LP	26.38	$884.09M	2012	Energy	Oil Refining/Marketing	NYSE	USD
CAT	Caterpillar, Inc.	95.48	$56B	NA	Capital Goods	Construction/Ag Equipment/Trucks	NYSE	USD
CATO	Cato Corporation (The)	25.94	$696.33M	NA	Consumer Services	Clothing/Shoe/Accessory Stores	NYSE	USD
CB	D/B/A Chubb Limited New	138.41	$64.49B	NA	Finance	Property-Casualty Insurers	NYSE	USD
CBA	ClearBridge American Energy MLP Fund Inc.	9.96	$583.58M	2013	NA	NA	NYSE	USD
CBB	Cincinnati Bell Inc	19.75	$831.48M	NA	Public Utilities	Telecommunications Equipment	NYSE	USD
CBB-PB	Cincinnati Bell Inc	50.1165	NA	NA	NA	NA	NYSE	USD
CBD	Companhia Brasileira de Distribuicao	18.41	$4.89B	1997	Consumer Services	Food Chains	NYSE	USD
CBG	CBRE Group, Inc.	35.27	$11.9B	2004	Finance	Real Estate	NYSE	USD
CBI	Chicago Bridge & Iron Company N.V.	33.87	$3.39B	1997	Basic Industries	Engineering & Construction	NYSE	USD
CBK	Christopher & Banks Corporation	1.35	$50.49M	NA	Consumer Services	Clothing/Shoe/Accessory Stores	NYSE	USD
CBL	CBL & Associates Properties, Inc.	9.97	$1.7B	1993	Consumer Services	Real Estate Investment Trusts	NYSE	USD
CBL-PD	CBL & Associates Properties, Inc.	24.83	NA	NA	NA	NA	NYSE	USD
CBL-PE	CBL & Associates Properties, Inc.	24.57	NA	NA	NA	NA	NYSE	USD
CBM	Cambrex Corporation	55.9	$1.81B	1987	Health Care	Major Pharmaceuticals	NYSE	USD
CBO	CBO (Listing Market - NYSE - Networks A/E)	19.3	NA	NA	NA	NA	NYSE	USD
CBPX	Continental Building Products, Inc.	23.75	$949.82M	2014	Capital Goods	Building Materials	NYSE	USD
CBR	Ciber, Inc.	0.3108	$25.38M	NA	Technology	EDP Services	NYSE	USD
CBS	CBS Corporation	66.97	$27.43B	NA	Consumer Services	Broadcasting	NYSE	USD
CBS.A	CBS Corporation	NA	NA	NA	NA	NA	NYSE	USD
CBT	Cabot Corporation	57.61	$3.58B	NA	Basic Industries	Major Chemicals	NYSE	USD
CBU	Community Bank System, Inc.	60.21	$2.76B	NA	Finance	Major Banks	NYSE	USD
CBX	CBX (Listing Market NYSE Networks AE	1.06	NA	NA	NA	NA	NYSE	USD
CBZ	CBIZ, Inc.	13.45	$726.89M	NA	Miscellaneous	Business Services	NYSE	USD
CC	Chemours Company (The)	34.08	$6.24B	2015	Basic Industries	Major Chemicals	NYSE	USD
CCC	Calgon Carbon Corporation	14.7	$744.33M	NA	Basic Industries	Major Chemicals	NYSE	USD
CCE	Coca-Cola European Partners plc	34.95	$16.87B	2016	Consumer Non-Durables	Beverages (Production/Distribution)	NYSE	USD
CCI	Crown Castle International Corporation	92.59	$33.38B	NA	Consumer Services	Real Estate Investment Trusts	NYSE	USD
CCJ	Cameco Corporation	10.95	$4.33B	1996	Basic Industries	Precious Metals	NYSE	USD
CCK	Crown Holdings, Inc.	53.33	$7.46B	NA	Consumer Durables	Containers/Packaging	NYSE	USD
CCL	Carnival Corporation	56.03	$42.13B	1987	Consumer Services	Marine Transportation	NYSE	USD
CCM	Concord Medical Services Holdings Limited	4.88	$216.34M	2009	Health Care	Medical/Nursing Services	NYSE	USD
CCO	Clear Channel Outdoor Holdings, Inc.	4.65	$1.68B	2005	Consumer Services	Advertising	NYSE	USD
CCP	Care Capital Properties, Inc.	25.57	$2.15B	2015	Consumer Services	Real Estate Investment Trusts	NYSE	USD
CCS	Century Communities, Inc.	22.8	$492.68M	2014	Capital Goods	Homebuilding	NYSE	USD
CCU	Compania Cervecerias Unidas, S.A.	23.46	$4.33B	NA	Consumer Non-Durables	Beverages (Production/Distribution)	NYSE	USD
CCV	Comcast Corporation	25.58	NA	2012	Consumer Services	Television Services	NYSE	USD
CCZ	Comcast Corporation	51.125	NA	NA	Consumer Services	Television Services	NYSE	USD
